Epoch,Actor_Loss,Critic_Loss,Regularization_Loss,Reward,Entropy
56,-0.0056940205,0.00025695714,0.05030481,-0.15811059,-3.1862326
57,-0.0057083485,0.00026498412,0.050426517,-0.1719689,-3.1862326
58,-0.009823471,0.0003975757,0.06041075,-0.17065886,-3.1862326
59,-0.013061973,0.00021372695,0.060332406,-0.16680431,-3.1862326
60,-0.010996227,0.0006690023,0.058696236,-0.1605841,-3.1862326
61,-0.0110891545,0.00016394038,0.052221294,-0.16689193,-3.1862326
62,-0.008493004,0.00026488377,0.048600886,-0.16725281,-3.1862326
63,-0.012968555,0.00040289992,0.05096385,-0.15361115,-3.1862326
64,-0.0074678236,0.000250813,0.03805285,-0.15436316,-3.1862326
65,-0.021797473,0.0002769745,0.06938,-0.16342786,-3.1862326
66,-0.009693644,0.00024133782,0.061660215,-0.16873571,-3.1862326
67,-0.0061377087,0.00041947587,0.062142715,-0.16464648,-3.1862326
68,-0.009779826,0.0001003291,0.063415416,-0.16551208,-3.1862326
69,-0.014002685,0.00039580488,0.056836754,-0.1571624,-3.1862326
70,-0.0050925524,0.00015439159,0.0532884,-0.16896252,-3.1862326
71,-0.010715217,0.00031008263,0.054558422,-0.15607277,-3.1862326
72,-0.010495495,0.0004786189,0.06829161,-0.15578082,-3.1862326
73,0.005516389,0.00018807784,0.06715334,-0.1679759,-3.1862326
74,-0.011924359,0.0004946802,0.05609381,-0.15875778,-3.1862326
75,-0.011776645,0.0012265142,0.08926574,-0.17495066,-3.1862326
76,-0.022048714,0.00048457822,0.05437477,-0.16062248,-3.1862326
77,-0.01342656,0.00031011787,0.050588757,-0.14824677,-3.1862326
78,0.0013875036,0.00024404489,0.06726331,-0.16687728,-3.1862326
79,0.00057217694,0.00026326298,0.06157689,-0.16001078,-3.1862326
80,-0.013767856,0.00019233035,0.055724144,-0.15926538,-3.1862326
81,0.039290782,0.00017392622,0.06764287,-0.16037169,-3.1862326
82,0.020047659,0.00015002821,0.070436575,-0.16072452,-3.1862326
83,0.036796767,0.00020273075,0.065260075,-0.16516331,-3.1862326
84,0.010135113,0.00071452773,0.07060975,-0.17557506,-3.1862326
85,-0.008182752,0.00017938104,0.06208819,-0.17307445,-3.1862326
86,0.021400323,0.0008902386,0.06817794,-0.17649081,-3.1862326
87,0.078880705,0.0003628158,0.06874378,-0.1608085,-3.1862326
88,0.014867312,0.0006221345,0.09229994,-0.17005445,-3.1862326
89,4117.9907,0.0018418023,0.10767687,-0.19311246,-3.1862326
90,2713146.0,0.0016148812,0.10533279,-0.15432476,-3.1862326
91,0.17622904,0.0008261351,0.13939863,-0.16335607,-3.1862326
92,0.04503687,0.0005026535,0.12979229,-0.16478455,-3.1862326
93,0.00031488077,0.00040994884,0.14381547,-0.15728223,-3.1862326
94,-0.00030264258,0.00039877393,0.14629298,-0.16469902,-3.1862326
95,-0.0073516965,0.0012617004,0.13129826,-0.15348013,-3.1862326
96,-0.00519189,0.0005209719,0.130973,-0.14544517,-3.1862326
97,0.003350788,0.0003057496,0.13791636,-0.16936041,-3.1862326
98,-0.0047742347,0.0009947479,0.121590525,-0.14162907,-3.1862326
99,-0.0002707184,0.0006149314,0.13700308,-0.15995994,-3.1862326
100,-0.0021042374,0.0007467645,0.13513742,-0.14449704,-3.1862326
